studyid,authors,year,jurisdiction,outcome,measure,time_status_of_measure,includes_complete_dichotomous,setting,studygroups,studygroups_alternative,ITT,LT_arrests_treat,LT_arrests_treat_SD,LT_arrests_treat_n,LT_arrests_cont,LT_arrests_cont_SD,LT_arrests_cont_n,LT_convictions_treat,LT_convictions_treat_n,LT_convictions_cont,LT_convictions_cont_n,mean_age_treat,mean_age_treat_SD,mean_age_cont,mean_age_cont_SD,male_%_treat,male_%_cont,ATSI_or_MAORI_%_treat,ATSI_or_MAORI_%_cont,bl_pre_period_months,bl_treat_m,bl_treat_sd,bl_treat_median,bl_treat_n,bl_cont_m,bl_cont_sd,bl_cont_median,bl_cont_n,bl_treat_Dichotomous_%_Yes,bl_treat_Dichotomous_n,bl_cont_Dichotomous_%_Yes,bl_cont_Dichotomous_n,pt_period_months,pt_begins,pt_period_days_avg_treat,pt_period_days_avg_cont,measured_during_or_post_pt,Program_duration_minimum_months,Program_duration_average_months,Post_program_PT_months_treat,Post_program_PT_months_cont,pt_treat_m,pt_treat_sd,pt_treat_median,pt_treat_n,pt_cont_m,pt_cont_sd,pt_cont_median,pt_cont_n,pt_treat_Dichotomous_%,pt_treat_Dichotomous_n,pt_cont_Dichotomous_%,pt_cont_Dichotomous_n,mv_notes,charge_level,accepeted_violent,reported_accepting_violent,reported_accepting_indictable,reported_charges_expunged,pt_%_program_graduates,pt_program_graduates_n,pt_%_program_terminates,pt_program_terminates_n,pt_order_name_treat,pt_order_completion_treat_%,pt_order_completion_treat_n,pt_order_name_cont,pt_order_completion_cont_%,pt_order_completion_cont_n,source,source_published,research_design,stage_of_disposition,reported_single_JO,JOs_presiding_over_hearings_collapsed,reported_team_training,reported_JO training,reported_judge_or_team_training,average_minutes_review_hearing,reported_frequent_team_meetings,reported_sanctions,reported_using_graduated_sanctions,reported_sanctions_or_graduated_sanctions,reported_using_rewards,reported_sanctions_and_rewards,frequency_review_hearing,frequency_duration,frequent_vs_monthly_rh,reported_frequent_rh,reported_measuring_risk_treat,reported_measuring_risk_cont,reported_individualized_treat_treat,reported_individualized_treat_cont,reported_drug_or_alcohol_treatment_treat,type_of_drug_or_alch_treat_treat,reported_drug_or_alcohol_treatment_cont,type_of_drug_or_alch_treat_cont,reported_drug_or_alcohol_testing_treat,reported_drug_or_alcohol_testing_cont,reported_detox_treat,reported_detox_cont,reported_pharmacotherapy_treat,reported_pharmacotherapy_cont,reported_relapse_prevention_treat,reported_relapse_prevention_cont,reported_psychiatric_treatment_treat,reported_psychiatric_treatment_cont,reported_mental_health_treatment_treat,reported_mental_health_treatment_cont,reported_CBT_based_treatment_treat,reported_CBT_based_treatment_cont,reported_counseling_treat,reported_counseling_cont,reported_housing_support_treat,reported_housing_support_cont,reported_support_groups_treat,reported_support_groups_ cont,reported_material_aid_treat,reported_material_aid_cont,reported_health_services_treat,reported_health_services_cont,reported_domestic_violence_prog_treat,reported_domestic_violence_prog_cont,reported_edu_or_vocational_services_treat,reported_edu_or_vocational_services_cont,reported_anger_management_treat,reported_anger_management_cont,reported_life_skills_treat,reported_life_skills_cont,reported_family_support_service_or_training_treat,reported_family_support_service_or_training_cont,reported_prison_cont,other_treatment_treat,other_treatment_cont,total_treatments_required_treat,total_treatments_required_cont,total_treatments_offered_treat,total_treatments_offered_cont,included_sample_matching,reported_sample_matching,MSMS,MSMS_reason
8,Payne,2005,QLD,property offences,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Graduates,35,NA,24,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,67,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,173,312,Post,NA,10.82,5.69,10.26,NA,NA,NA,NA,NA,NA,NA,NA,4,24,11,36,,NA,Yes,Yes,No,No,100,24,0,0,intensive drug rehabilitatipn order,100,24,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,property offences,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Failures,41,NA,45,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,80,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,157,312,Post,NA,6.34,5.16,10.26,NA,NA,NA,NA,NA,NA,NA,NA,19,32,11,36,,NA,Yes,Yes,No,No,0,0,100,45,intensive drug rehabilitatipn order,0,0,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,violent offences,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Graduates/Failures,43,NA,120,35,NA,46,NA,NA,NA,NA,29,NA,29,NA,80,78,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,163,312,Post,NA,7.89,5.36,10.26,NA,NA,NA,NA,NA,NA,NA,NA,1,69,0,36,,NA,Yes,Yes,No,No,20,24,37.5,45,intensive drug rehabilitatipn order,20,24,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,violent offences,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Graduates,35,NA,24,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,67,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,173,312,Post,NA,10.82,5.69,10.26,NA,NA,NA,NA,NA,NA,NA,NA,0,24,0,36,,NA,Yes,Yes,No,No,100,24,0,0,intensive drug rehabilitatipn order,100,24,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,violent offences,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Failures,41,NA,45,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,80,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,157,312,Post,NA,6.34,5.16,10.26,NA,NA,NA,NA,NA,NA,NA,NA,3,32,0,36,,NA,Yes,Yes,No,No,0,0,100,45,intensive drug rehabilitatipn order,0,0,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,drug offences,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Graduates/Failures,43,NA,120,35,NA,46,NA,NA,NA,NA,29,NA,29,NA,80,78,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,163,312,Post,NA,7.89,5.36,10.26,NA,NA,NA,NA,NA,NA,NA,NA,7,69,28,36,,NA,Yes,Yes,No,No,20,24,37.5,45,intensive drug rehabilitatipn order,20,24,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,drug offences,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Graduates,35,NA,24,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,67,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,173,312,Post,NA,10.82,5.69,10.26,NA,NA,NA,NA,NA,NA,NA,NA,13,24,28,36,,NA,Yes,Yes,No,No,100,24,0,0,intensive drug rehabilitatipn order,100,24,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,drug offences,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Failures,41,NA,45,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,80,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,157,312,Post,NA,6.34,5.16,10.26,NA,NA,NA,NA,NA,NA,NA,NA,3,32,28,36,,NA,Yes,Yes,No,No,0,0,100,45,intensive drug rehabilitatipn order,0,0,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,breach offence,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Graduates/Failures,43,NA,120,35,NA,46,NA,NA,NA,NA,29,NA,29,NA,80,78,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,163,312,Post,NA,7.89,5.36,10.26,NA,NA,NA,NA,NA,NA,NA,NA,23,69,42,36,,NA,Yes,Yes,No,No,20,24,37.5,45,intensive drug rehabilitatipn order,20,24,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,breach offence,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Graduates,35,NA,24,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,67,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,173,312,Post,NA,10.82,5.69,10.26,NA,NA,NA,NA,NA,NA,NA,NA,21,24,42,36,,NA,Yes,Yes,No,No,100,24,0,0,intensive drug rehabilitatipn order,100,24,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,breach offence,% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Failures,41,NA,45,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,80,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,157,312,Post,NA,6.34,5.16,10.26,NA,NA,NA,NA,NA,NA,NA,NA,25,32,42,36,,NA,Yes,Yes,No,No,0,0,100,45,intensive drug rehabilitatipn order,0,0,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,any offence (excluding breach),% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Graduates/Failures,43,NA,120,35,NA,46,NA,NA,NA,NA,29,NA,29,NA,80,78,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,163,312,Post,NA,7.89,5.36,10.26,NA,NA,NA,NA,NA,NA,NA,NA,20,69,39,36,,NA,Yes,Yes,No,No,20,24,37.5,45,intensive drug rehabilitatipn order,20,24,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,any offence (excluding breach),% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Graduates,35,NA,24,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,67,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,173,312,Post,NA,10.82,5.69,10.26,NA,NA,NA,NA,NA,NA,NA,NA,17,24,39,36,,NA,Yes,Yes,No,No,100,24,0,0,intensive drug rehabilitatipn order,100,24,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,any offence (excluding breach),% new offence episode,free time,Yes,DC,accepted vs refused,None Reported,Failures,41,NA,45,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,80,78,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,157,312,Post,NA,6.34,5.16,10.26,NA,NA,NA,NA,NA,NA,NA,NA,31,32,39,36,,NA,Yes,Yes,No,No,0,0,100,45,intensive drug rehabilitatipn order,0,0,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,offences,annualized offence episodes,free time,Yes,DC,accepted vs refused,None Reported,Graduates,35,NA,24,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,67,78,NA,7,24,4.8,NA,NA,24,5.9,NA,NA,36,NA,NA,NA,NA,NA,Treatment Exit,173,312,Post,NA,10.82,5.69,10.26,0.4,NA,NA,24,1.6,NA,NA,36,NA,NA,NA,NA,,NA,Yes,Yes,No,No,100,24,0,0,intensive drug rehabilitatipn order,100,24,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
8,Payne,2005,QLD,offences,annualized offence episodes,free time,Yes,DC,accepted vs refused,None Reported,Failures,41,NA,45,35,NA,46,NA,NA,NA,NA,NA,NA,29,NA,80,78,NA,7,24,6.6,NA,NA,45,5.9,NA,NA,36,NA,NA,NA,NA,NA,Treatment Exit,157,312,Post,NA,6.34,5.16,10.26,3.3,NA,NA,45,1.6,NA,NA,36,NA,NA,NA,NA,,NA,Yes,Yes,No,No,0,0,100,45,intensive drug rehabilitatipn order,0,0,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,multiple,No,No,No,NA,Yes,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,non_residential,No,NA,required,No,No,No,offered,No,offered,No,No,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,No,NA,NA,2,NA,9,NA,No,No,3,No matching procedure described or used
9a,Ross,2009,VIC,proven offence,% proven offence,free time,Yes,MC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.04,Treatment Exit,396.71,396.71,Post,NA,3.62,13.04,13.04,NA,NA,NA,NA,NA,NA,NA,NA,36.93,200,41.93,200,,summary/indictable,Yes,Yes,Yes,No,100,200,0,0,community correctional serbices order,49,98,community correctional serbices order,45,90,Evaluation,unpublished,Quasi-experimental,Pre,No,multiple,Yes,No,Yes,NA,Yes,No,No,No,No,No,NA,NA,NA,No,Yes,No,Yes,No,offered,residential & non_residential,No,NA,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,offered,No,offered,No,No,No,No,No,offered,No,No,disability services ,NA,NA,NA,14,NA,Yes,Yes,3,"An unreliable or invalid statistical matching technique was used (e.g., simply testing for statistical significance between groups)"
9a,Ross,2009,VIC,offences,% charges,free time,Yes,MC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,670,720,Post,NA,3.62,22.02,23.67,NA,NA,NA,NA,NA,NA,NA,NA,49.5,200,62.5,200,,summary/indictable,Yes,Yes,Yes,No,100,200,0,0,community correctional serbices order,49,98,community correctional serbices order,45,90,Evaluation,unpublished,Quasi-experimental,Pre,No,multiple,Yes,No,Yes,NA,Yes,No,No,No,No,No,NA,NA,NA,No,Yes,No,Yes,No,offered,residential & non_residential,No,NA,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,offered,No,offered,No,No,No,No,No,offered,No,No,disability services ,NA,NA,NA,14,NA,Yes,Yes,3,"An unreliable or invalid statistical matching technique was used (e.g., simply testing for statistical significance between groups)"
9a,Ross,2009,VIC,proven offence,% proven offence,free time,Yes,MC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,670,720,Post,NA,3.62,22.02,23.67,NA,NA,NA,NA,NA,NA,NA,NA,39.5,200,49.5,200,,summary/indictable,Yes,Yes,Yes,No,100,200,0,0,community correctional serbices order,49,98,community correctional serbices order,45,90,Evaluation,unpublished,Quasi-experimental,Pre,No,multiple,Yes,No,Yes,NA,Yes,No,No,No,No,No,NA,NA,NA,No,Yes,No,Yes,No,offered,residential & non_residential,No,NA,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,offered,No,offered,No,No,No,No,No,offered,No,No,disability services ,NA,NA,NA,14,NA,Yes,Yes,3,"An unreliable or invalid statistical matching technique was used (e.g., simply testing for statistical significance between groups)"
9a,Ross,2009,VIC,unproven offence,% charges,free time,Yes,MC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,670,720,Post,NA,3.62,22.02,23.67,NA,NA,NA,NA,NA,NA,NA,NA,10,200,13,200,,summary/indictable,Yes,Yes,Yes,No,100,200,0,0,community correctional serbices order,49,98,community correctional serbices order,45,90,Evaluation,unpublished,Quasi-experimental,Pre,No,multiple,Yes,No,Yes,NA,Yes,No,No,No,No,No,NA,NA,NA,No,Yes,No,Yes,No,offered,residential & non_residential,No,NA,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,offered,No,offered,No,No,No,No,No,offered,No,No,disability services ,NA,NA,NA,14,NA,Yes,Yes,3,"An unreliable or invalid statistical matching technique was used (e.g., simply testing for statistical significance between groups)"
9a,Ross,2009,VIC,breach offence,% breaches,free time,Yes,MC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,670,720,Post,NA,3.62,22.02,23.67,NA,NA,NA,NA,NA,NA,NA,NA,51.43,70,54.76,84,,summary/indictable,Yes,Yes,Yes,No,100,200,0,0,community correctional serbices order,49,98,community correctional serbices order,45,90,Evaluation,unpublished,Quasi-experimental,Pre,No,multiple,Yes,No,Yes,NA,Yes,No,No,No,No,No,NA,NA,NA,No,Yes,No,Yes,No,offered,residential & non_residential,No,NA,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,offered,No,offered,No,No,No,No,No,offered,No,No,disability services ,NA,NA,NA,14,NA,Yes,Yes,3,"An unreliable or invalid statistical matching technique was used (e.g., simply testing for statistical significance between groups)"
9a,Ross,2009,VIC,proven breach offence,% proven breaches,free time,Yes,MC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,670,720,Post,NA,3.62,22.02,23.67,NA,NA,NA,NA,NA,NA,NA,NA,45.71,70,48.81,84,,summary/indictable,Yes,Yes,Yes,No,100,200,0,0,community correctional serbices order,49,98,community correctional serbices order,45,90,Evaluation,unpublished,Quasi-experimental,Pre,No,multiple,Yes,No,Yes,NA,Yes,No,No,No,No,No,NA,NA,NA,No,Yes,No,Yes,No,offered,residential & non_residential,No,NA,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,offered,No,offered,No,No,No,No,No,offered,No,No,disability services ,NA,NA,NA,14,NA,Yes,Yes,3,"An unreliable or invalid statistical matching technique was used (e.g., simply testing for statistical significance between groups)"
9a,Ross,2009,VIC,unproven breach offence,% breaches,free time,Yes,MC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,670,720,Post,NA,3.62,22.02,23.67,NA,NA,NA,NA,NA,NA,NA,NA,5.71,70,5.95,84,,summary/indictable,Yes,Yes,Yes,No,100,200,0,0,community correctional serbices order,49,98,community correctional serbices order,45,90,Evaluation,unpublished,Quasi-experimental,Pre,No,multiple,Yes,No,Yes,NA,Yes,No,No,No,No,No,NA,NA,NA,No,Yes,No,Yes,No,offered,residential & non_residential,No,NA,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,offered,No,offered,No,No,No,No,No,offered,No,No,disability services ,NA,NA,NA,14,NA,Yes,Yes,3,"An unreliable or invalid statistical matching technique was used (e.g., simply testing for statistical significance between groups)"
9b,PricewaterhouseCoopers,2009,VIC,proven offence,% new offence,free time,Yes,MC,standard,None Reported,Graduates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment Exit,700,700,Post,NA,3.62,22.02,23.67,NA,NA,NA,200,NA,NA,NA,200,39.5,200,49.5,200,,summary/indictable,Yes,Yes,Yes ,No,100,200,0,0,community correctional serbices order,49,98,community correctional serbices order,45,90,Evaluation,unpublished,Quasi-experimental,Pre,No,multiple,Yes,No,Yes,NA,Yes,No,No,No,No,No,NA,NA,NA,No,Yes,No,Yes,No,offered,residential & non_residential,No,NA,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,No,No,offered,No,offered,No,offered,No,offered,No,No,No,No,No,offered,No,No,disability services ,NA,NA,NA,14,NA,Yes,Yes,3,No matching procedure described or used
10,Payne,2008,QLD,property offences,% convicted,Not reported,Yes,DC,standard,None Reported,Graduates/Failures,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,100,NA,NA,NA,107,NA,NA,NA,NA,24,Treatment completion,1280,1848,Post,8.24,10.82,24,24,NA,NA,NA,NA,NA,NA,NA,107,53,200,72,107,,NA,Yes,Yes,No,No,50,100,50,100,intensive drug rehabilitatipn order,50,200,NA,NA,NA,Evaluation,unpublished,Quasi-experimental,Post,No,Not Reported,No,No,No,NA,No,Yes,No,sanctions,Yes,Yes,weekly,initial phases,frequent,Yes,No,No,Yes,No,required,residential & non_residential,No,NA,required,No,offered,No,offered,No,offered,No,No,No,offered,No,offered,No,offered,No,No,No,No,No,No,No,No,No,No,No,No,No,offered,No,offered,No,No,No,Yes,substance abuse education,NA,2,1,11,1,No,No,3,No matching procedure described or used
